airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,latitude,longitude,negative_score,positive_score,neutral_score,compound_score,NltkResult,TextBlob Polarity Score,Textblob PolarityResult sentiment,TextBlob Subjectivity Score,Textblob SubjectivityResult sentiment,Happy,Angry,Surprise,Sad,Fear,emotionResult
negative,1,Can't Tell,1,American,Africanbeauteee,0,americanair worst airline ever travel worst equivalent dirt,22-02-2015 19:14,40.7416,-74.0071,0.679,0,0.321,-0.891,negative,-1,negative,-1,Very Objective,0,0,0.33,0.67,0,sad
positive,1,,0,American,SmokeAdMirrors,0,americanair great flight experience dare consistent high quality legacy airline keep guys,22-02-2015 19:13,40.7209,-73.9894,0,0.272,0.728,0.6249,positive,0.403333333,positive,0.403333333,Neutral,0.33,0,0,0,0.67,fear
negative,1,Flight Attendant Complaints,0.3765,American,joedizzle,0,americanair pretty updates flights behind doors open breeze america airlines workers mbkmdnw,22-02-2015 19:11,40.7606,-73.9781,0,0.225,0.775,0.4939,positive,-0.05,negative,-0.05,Very Objective,0.25,0,0,0.25,0.5,fear
positive,1,,0,American,joymfreeman,0,americanair great thank,22-02-2015 19:11,40.7501,-74.006,0,0.868,0.132,0.765,positive,0.8,positive,0.8,Very Subjective,1,0,0,0,0,happy
negative,1,Cancelled Flight,0.3726,American,tomrquicksell,0,americanair auto rebook confirmed outbound departs return flight fire software programmers,22-02-2015 19:11,40.7556,-73.9748,0.194,0,0.806,-0.34,negative,0.4,positive,0.4,Neutral,0,0,0,0,1,fear
negative,1,Customer Service Issue,1,American,droqen,0,americanair getting calls calls seem drop instantly alternate avenue resched support,22-02-2015 19:10,40.7553,-73.9783,0.152,0.196,0.652,0.1531,positive,0,neutral,0,Very Objective,0,0,0,1,0,sad
negative,1,Cancelled Flight,0.3615,American,c_cgottlieb,0,americanair supposed arrive destination tonight american rebooks wednesday staying,22-02-2015 19:08,40.9313,-73.8488,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0.5,0,0,0.5,angry
negative,1,Can't Tell,0.6637,American,RationalCrusadr,0,americanair usairways food hour flight columbus phoenix starving pissed cannot,22-02-2015 19:08,40.7579,-73.9736,0.467,0,0.533,-0.7906,negative,0,neutral,0,Very Objective,0,1,0,0,0,angry
negative,1,Flight Booking Problems,0.7078,American,hovy5019,0,americanair cathay pacific cannot online,22-02-2015 19:07,40.7582,-73.9687,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,1,,0,American,jdcardinal,0,americanair status flight tomorrow,22-02-2015 19:05,40.7511,-73.9827,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,0.671,American,RBraceySherman,0,americanair missed gate marshall rent drive thanks,22-02-2015 19:05,40.7511,-73.9827,0.218,0.287,0.495,0.1779,positive,0.2,positive,0.2,Objective,0,0,0,0.5,0.5,sad
negative,1,Flight Attendant Complaints,1,American,cloop87,0,americanair pilot told would release bags well offer hotel vouchers neither happened,22-02-2015 19:02,40.7513,-73.9754,0,0.16,0.84,0.2732,positive,0,neutral,0,Very Objective,0,0,0,0.5,0.5,sad
negative,1,Lost Luggage,0.6916,American,cloop87,0,americanair understanding able many flights chose,22-02-2015 19:02,40.7264,-73.999,0,0,1,0,neutral,0.5,positive,0.5,Neutral,0,0,0,0,0,Neutral
negative,1,Late Flight,1,American,claireh___,0,americanair disappointed time traveling worst experience times flight delayed,22-02-2015 19:02,40.7152,-74.0158,0.603,0,0.397,-0.8442,negative,-0.875,negative,-0.875,Very Objective,0,0,0,1,0,sad
negative,0.6666,Can't Tell,0.3355,American,jkhoey,0,americanair minutes,22-02-2015 19:02,40.6473,-73.7875,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Flight Booking Problems,1,American,gregnbev,0,americanair trouble getting rebooked,22-02-2015 19:02,40.7403,-73.9806,0.474,0,0.526,-0.4019,negative,-0.2,negative,-0.2,Very Objective,0,0,0,1,0,sad
negative,0.6649,Lost Luggage,0.6649,American,KerithBurke,0,americanair understand feeling cranky called tracker number heard located,22-02-2015 19:01,40.7116,-74.0075,0,0.286,0.714,0.2023,positive,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,0.7007,Late Flight,0.7007,American,gregarnette,0,americanair,22-02-2015 19:01,40.7323,-73.9948,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,American,planedoc71,0,americanair willing hold agent helpful keep hanging americanairsucks hiremorepoeple,22-02-2015 19:00,40.7378,-73.9901,0,0.259,0.741,0.4215,positive,0.25,positive,0.25,Objective,1,0,0,0,0,happy
negative,1,Cancelled Flight,0.698,American,andresfreyesp,0,americanair trying speak agent whole cancelled flightled flight,22-02-2015 18:59,40.7381,-74.0085,0.222,0,0.778,-0.25,negative,0.2,positive,0.2,Objective,0,0,0,0,1,fear
negative,1,Cancelled Flight,0.6596,American,MicMontgomery,0,americanair need tmrw connection thru cancelled flightled connect thru diff city hold,22-02-2015 18:58,40.7204,-73.9918,0.154,0,0.846,-0.25,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,0.7059,Customer Service Issue,0.3824,American,TwinkleChar,0,americanair hints stay connected rearrange weather relate flightd cancelled flights hours nothing,22-02-2015 18:58,40.7555,-73.9701,0.154,0,0.846,-0.25,negative,0,neutral,0,Very Objective,0.5,0.5,0,0,0,happy
negative,1,Late Flight,0.6892,American,jkhoey,0,americanair gate agent minutes plane grounds crew hope ready cover delay,22-02-2015 18:57,40.638,-74.0333,0.146,0.344,0.51,0.4767,positive,0.2,positive,0.2,Objective,0.25,0,0.25,0,0.5,fear
negative,1,Customer Service Issue,0.6783,American,c_cgottlieb,0,americanair cannot even someone phone great story media,22-02-2015 18:56,40.7635,-73.975,0,0.369,0.631,0.6249,positive,0.8,positive,0.8,Very Subjective,1,0,0,0,0,happy
negative,1,Late Flight,0.3476,American,JasonPeppel,0,americanair jason missing connection please agents assistance nope taken still,22-02-2015 18:56,40.7653,-73.9723,0.176,0.184,0.64,0.0258,positive,-0.2,negative,-0.2,Very Objective,0,0,0.33,0.67,0,sad
negative,1,Late Flight,1,American,mbranch909,0,americanair finally made chicago hours late flight food voucher wait never good,22-02-2015 18:55,40.757,-73.9825,0.179,0,0.821,-0.3412,negative,-0.216666667,negative,-0.216666667,Very Objective,0.2,0,0.2,0.4,0.2,sad
negative,1,Customer Service Issue,0.7014,American,c_cgottlieb,0,americanair instead putting burden customers right thing gate agents,22-02-2015 18:55,40.7426,-74.0042,0.266,0,0.734,-0.4404,negative,0.285714286,positive,0.285714286,Objective,0,0,0.2,0.2,0.6,fear
negative,1,Late Flight,0.7031,American,friedrice4break,0,americanair guys stuck gate half hour pull slide,22-02-2015 18:54,40.7656,-73.963,0.222,0,0.778,-0.25,negative,-0.166666667,negative,-0.166666667,Very Objective,0,0,0,0,1,fear
negative,1,Late Flight,1,American,sierrasalles,0,americanair sitting plane hour want leave,22-02-2015 18:54,40.8994,-74.1878,0.185,0.2,0.615,0.0258,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Bad Flight,0.3627,American,agoldenbrown,0,americanair today courtesy allow passenger oxgen tank business,22-02-2015 18:54,40.7536,-73.9846,0,0.423,0.577,0.5267,positive,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Cancelled Flight,1,American,c_cgottlieb,0,americanair cancelled flightled flight first priority ticket bumped losing customers people furious,22-02-2015 18:54,40.7387,-73.9833,0.48,0,0.52,-0.8074,negative,0.25,positive,0.25,Objective,0,0.25,0.5,0.25,0,surprise
negative,0.6705,Customer Service Issue,0.6705,American,jessicaclaire,0,americanair finally someone phone worries,22-02-2015 18:53,40.7393,-73.9803,0.412,0,0.588,-0.4215,negative,0,neutral,0,Very Objective,0,0,0,0.5,0.5,sad
negative,1,Customer Service Issue,1,American,cbratch67,0,americanair going help give number call recording hour wait time,22-02-2015 18:53,40.7544,-73.9771,0,0.333,0.667,0.4588,positive,0,neutral,0,Very Objective,0,0,0.4,0,0.6,fear
negative,0.6111,Can't Tell,0.3259,American,jkhoey,0,americanair pilots looking agents jumped crazy,22-02-2015 18:53,40.7665,-73.8864,0.324,0,0.676,-0.34,negative,-0.6,negative,-0.6,Very Objective,0,0,0.5,0,0.5,surprise
negative,1,Flight Booking Problems,0.6604,American,cjdjpdx,0,americanair trying book past need arrive still selling seats trying travel,22-02-2015 18:53,40.72,-73.9984,0,0,1,0,neutral,-0.25,negative,-0.25,Very Objective,0,0,0,1,0,sad
negative,1,Lost Luggage,1,American,cbratch67,0,americanair bags said would cincinnati even though cannot exactly,22-02-2015 18:53,40.72,-73.9984,0,0,1,0,neutral,0.25,positive,0.25,Objective,0,0,0.33,0.33,0.33,surprise
negative,1,Can't Tell,1,American,agoldenbrown,0,americanair really ashamed entire business class cabin empty almost first class,22-02-2015 18:52,40.715,-74.0056,0.366,0,0.634,-0.6361,negative,0.0875,positive,0.0875,Very Objective,0,0,0.57,0.14,0.29,surprise
negative,1,Bad Flight,0.3593,American,cbratch67,0,americanair could flight minutes funeral starts stranded dallas luggage days,22-02-2015 18:51,40.7687,-73.9552,0.217,0,0.783,-0.3612,negative,0,neutral,0,Very Objective,0.5,0,0,0,0.5,happy
negative,1,Cancelled Flight,1,American,zehentbauer,0,americanair cancelled flightled flight tomorrow informing today booked days customer service,22-02-2015 18:51,40.7549,-73.9798,0.167,0,0.833,-0.25,negative,0,neutral,0,Very Objective,1,0,0,0,0,happy
negative,0.6337,Cancelled Flight,0.6337,American,0veranalyser,0,americanair thanks note flights cancelled flightled aircraft runways working today tomorrow,22-02-2015 18:51,40.7696,-73.9602,0.144,0.209,0.647,0.2263,positive,0.2,positive,0.2,Objective,0,0,0,0,1,fear
negative,1,Late Flight,0.659,American,fpinell,0,americanair knew going leave hours waiting hurry,22-02-2015 18:50,40.7666,-73.9783,0.167,0,0.833,-0.0516,negative,0,neutral,0,Very Objective,0,0,0.5,0,0.5,surprise
negative,1,Flight Booking Problems,0.6819,American,cbratch67,0,americanair tried headed funeral cincinnati people even tell could standby,22-02-2015 18:50,40.7147,-74.016,0.217,0,0.783,-0.3612,negative,0,neutral,0,Very Objective,0,0,0,0.33,0.67,fear
negative,1,Customer Service Issue,1,American,kaps12,0,americanair even give option hold lines busy late flightr,22-02-2015 18:50,40.7705,-73.9567,0,0,1,0,neutral,-0.1,negative,-0.1,Very Objective,0,0,0,0.25,0.75,fear
negative,1,Customer Service Issue,0.6619,American,agoldenbrown,0,americanair writing detailed letter experience today never experienced awful ever,22-02-2015 18:49,40.695,-74.1772,0,0.216,0.784,0.357,positive,-0.333333333,negative,-0.333333333,Very Objective,0,0,1,0,0,surprise
negative,1,Late Flight,0.6776,American,fpinell,0,americanair delay nothing personnel combative point saying hury plane leaving,22-02-2015 18:49,40.7491,-73.9756,0.204,0,0.796,-0.3182,negative,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Lost Luggage,1,American,RachaelKasper,0,americanair delta rerouted bags onto made onto flight,22-02-2015 18:48,40.7667,-73.8863,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,1,0,sad
negative,1,Late Flight,0.6769,American,poolinenaidoo,0,americanair would nice agents least courteous since delay fault,22-02-2015 18:48,40.751,-73.9789,0.497,0.181,0.323,-0.5996,negative,0.3,positive,0.3,Objective,0.5,0,0,0,0.5,happy
neutral,1,,0,American,TrueNugget,0,americanair logo looks like glasses,22-02-2015 18:48,40.7372,-73.9962,0,0.385,0.615,0.3612,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,American,Lioninflorida,0,americanair private provide details really need customer training staff,22-02-2015 18:48,40.7142,-74.0149,0,0,1,0,neutral,0.1,positive,0.1,Very Objective,0,0,1,0,0,surprise
negative,0.3702,Flight Attendant Complaints,0.3702,American,jkhoey,0,americanair know coming gate crew arrive,22-02-2015 18:47,40.7546,-73.9876,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Customer Service Issue,1,American,fpinell,0,americanair guys really improve service experience site personnel worst experiences,22-02-2015 18:46,40.7264,-73.9965,0.268,0.209,0.523,-0.228,negative,-0.4,negative,-0.4,Very Objective,0,0,0.5,0.5,0,surprise
negative,1,Customer Service Issue,1,American,cjdjpdx,0,americanair expedia killing hours human help,22-02-2015 18:46,40.7144,-74.0134,0.396,0.243,0.36,-0.4019,negative,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Customer Service Issue,1,American,c_cgottlieb,0,americanair ticket agent servicing least people line waiting hour half phones hang people,22-02-2015 18:45,40.7214,-74.0053,0,0,1,0,neutral,-0.233333333,negative,-0.233333333,Very Objective,0,0,0.5,0,0.5,surprise
negative,1,Cancelled Flight,0.6661,American,BMichael319,0,americanair yeah rebooked tomorrow morning extremely disappointed miss wedding,22-02-2015 18:44,40.7733,-73.9793,0.391,0.163,0.445,-0.4716,negative,-0.75,negative,-0.75,Very Objective,0,0,0,1,0,sad
positive,1,,0,American,ljhillmanphotos,0,americanair americanview paint scheme looks great usairways gtumhbh,22-02-2015 18:44,40.738,-73.9998,0,0.369,0.631,0.6249,positive,0.8,positive,0.8,Very Subjective,1,0,0,0,0,happy
negative,1,Cancelled Flight,0.6838,American,jstefanides,0,americanair thanks call cancelled flightled flight flight booking problems tues good weather caused leave early,22-02-2015 18:43,40.695,-74.1772,0.272,0.267,0.461,0.2263,positive,0.333333333,positive,0.333333333,Objective,0.67,0,0,0,0.33,happy
negative,1,Late Flight,1,American,leozh,0,americanair plane sitting hours waiting push crew acceptable,22-02-2015 18:42,40.7234,-74.0062,0,0.247,0.753,0.3182,positive,0,neutral,0,Very Objective,0.33,0,0.33,0,0.33,happy
negative,1,Customer Service Issue,1,American,kanewaipmp,0,americanair waiting pick coming hours nopqxisbs,22-02-2015 18:42,40.7587,-73.972,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Late Flight,0.6469,American,friedrice4break,0,americanair flight stuck gate gate agent plane full people missing connections,22-02-2015 18:42,40.7269,-73.9889,0.318,0,0.682,-0.4939,negative,0.075,positive,0.075,Very Objective,0,0,0,0.5,0.5,sad
negative,1,Can't Tell,0.6668,American,PiersDenney,0,americanair driving across mins half fucking texarkana shouldhavedriven,22-02-2015 18:42,40.774,-73.8724,0,0,1,0,neutral,-0.383333333,negative,-0.383333333,Very Objective,0.5,0,0,0,0.5,happy
negative,1,Cancelled Flight,1,American,ShpprMktMichael,0,americanair tell flights cancelled flightled tomorrow morning already,22-02-2015 18:41,40.6859,-73.626,0.222,0,0.778,-0.25,negative,0,neutral,0,Very Objective,0,0,0,1,0,sad
positive,1,,0,American,StarkJedi,0,americanair thank update,22-02-2015 18:40,40.6859,-73.626,0,0.556,0.444,0.3612,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,American,c_cgottlieb,0,americanair pathetic service,22-02-2015 18:40,40.7409,-74.0075,0.649,0,0.351,-0.5719,negative,-1,negative,-1,Very Objective,0,0,0,1,0,sad
neutral,1,,0,American,puga203,0,americanair dallas fort worth flight number,22-02-2015 18:40,40.7195,-73.9999,0,0.444,0.556,0.296,positive,0.3,positive,0.3,Objective,0,0,0,0,1,fear
negative,1,longlines,0.3403,American,PiersDenney,0,americanair better apparently making wait gate psych need coming gate,22-02-2015 18:40,40.7432,-73.9891,0,0.244,0.756,0.4404,positive,0.275,positive,0.275,Objective,0,0,0.75,0.25,0,surprise
neutral,0.6983,,0,American,jkhoey,0,americanair could gate crew help would great,22-02-2015 18:39,40.8138,-73.9598,0,0.576,0.424,0.7783,positive,0.8,positive,0.8,Very Subjective,0.33,0,0.33,0,0.33,happy
negative,0.6826,Late Flight,0.3651,American,aliceliogier,0,americanair situation evening going better worse cancelled flight flight like yesterday delayed,22-02-2015 18:38,40.7815,-73.9539,0.361,0.278,0.361,-0.1531,negative,0.05,positive,0.05,Very Objective,0,0,0.25,0.25,0.5,fear
negative,0.6638,Late Flight,0.3542,American,joekamal48,0,americanair sitting plane,22-02-2015 18:37,40.719,-74.0105,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,American,kathyjazztx,0,americanair know cannot control weather control treat customers shafted,22-02-2015 18:37,40.7315,-73.9928,0,0.252,0.748,0.4019,positive,0,neutral,0,Very Objective,0.5,0,0.5,0,0,happy
negative,1,Customer Service Issue,0.6909,American,JanssenMA,0,americanair tried talk someone almost cancelled flightled flight pick phone pathetic,22-02-2015 18:36,40.7218,-73.9875,0.375,0,0.625,-0.6605,negative,-1,negative,-1,Very Objective,0,0,0,1,0,sad
neutral,1,,0,American,rosieblisss,0,americanair next flight,22-02-2015 18:36,40.7893,-73.9808,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Late Flight,1,American,tencents77,0,americanair several late flight characters cheers though,22-02-2015 18:35,40.6846,-73.9808,0,0.341,0.659,0.4767,positive,-0.15,negative,-0.15,Very Objective,0.25,0,0,0.5,0.25,sad
negative,1,Cancelled Flight,0.6528,American,KingFilson,0,americanair wife flight cancelled flightled told call answers book flight help please,22-02-2015 18:33,40.738,-73.9837,0.125,0.312,0.562,0.4588,positive,0,neutral,0,Very Objective,0,0,0.33,0.67,0,sad
negative,1,Customer Service Issue,0.6174,American,SchrierCar,0,americanair happy find acceptable could speak human maybe would happen,22-02-2015 18:33,40.7247,-73.9801,0,0.429,0.571,0.7184,positive,0.4,positive,0.4,Neutral,0.5,0,0,0,0.5,happy
negative,1,Cancelled Flight,1,American,TranceInJail,0,americanair flight cancelled flightled tonight called left number call back please help,22-02-2015 18:33,40.7185,-74.0088,0.123,0.387,0.491,0.5106,positive,0,neutral,0,Very Objective,0,0,0.33,0.33,0.33,surprise
neutral,0.638,,0,American,twocrunch,0,americanair name email aadvantage website reset password troubleshoot together thanks,22-02-2015 18:33,40.7185,-74.0088,0,0.37,0.63,0.5719,positive,0.2,positive,0.2,Objective,0,0,0,0,0,Neutral
neutral,1,,0,American,FOHeming,0,americanair still looking speak,22-02-2015 18:33,40.7739,-73.8726,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,0.6438,longlines,0.6438,American,priscillaguasso,0,americanair landed miami waiting gate someone team help,22-02-2015 18:32,40.7397,-73.9927,0,0.278,0.722,0.4019,positive,0,neutral,0,Very Objective,0,0,0.67,0,0.33,surprise
negative,1,Lost Luggage,1,American,bpa76,0,americanair bags baggage claim plane take,22-02-2015 18:32,40.7642,-73.9738,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Customer Service Issue,1,American,jeffpeters14,0,americanair call centre know busy right really need speak agent computer,22-02-2015 18:31,40.7391,-74.0009,0,0,1,0,neutral,0.195238095,positive,0.195238095,Very Objective,0,0,0.25,0,0.75,fear
